Source,"TIBIAL KNEE CENTRE ",,,MEDIAL PLATEAU,,,LATERAL PLATEAU,,,MEDIAL MALLEOLUS,,,LATERAL MALLEOLUS,,,TUBEROSITY,,,PCL,,,"ANKLE ",,,PCL OPP,,,Medial epicondyle,,,Lateral epicondyle,,,Plateau_Length,Knee_Centre_To_Ankle_Length
389_Tibia_R,-53.1241239,-270.3008272,-579.5449497,-62.61038019,-260.3029692,-582.559795,-48.90956126,-283.1086083,-582.664083,-60.25333463,-247.0303923,-788.8630494,-63.74060457,-280.8256626,-796.5901678,-37.67804705,-270.0852977,-600.0554232,-64.5984475,-275.613424,-586.8466132,-61.9969696,-263.9280275,-792.7266089,-45.07449735,-263.3757031,-581.9505566,-66.50861624,-255.2961634,-583.3059095,-44.57385578,-287.8283817,-583.9346696,26.60489598,213.4613777
390_Tibia_R,62.97604353,-184.137457,-409.423213,53.64073997,-181.371489,-411.5530696,70.07862069,-190.4846723,-411.6267446,50.39455384,-172.4186301,-557.2973149,60.19845193,-194.3266877,-562.7561868,72.34996357,-178.5496044,-423.9129674,57.83250623,-191.4408067,-414.5815196,55.29650289,-183.3726589,-560.026751,65.45472972,-177.0572477,-411.1226693,49.48721858,-179.6852462,-412.080167,74.39840192,-191.8407795,-412.5243586,18.7951978,150.8011469
391_Tibia_R,220.7324965,-192.6863326,-616.4279276,206.4780792,-196.107439,-619.6346415,234.771652,-195.6155711,-619.7455665,195.5056983,-186.8776389,-839.0672975,224.7812837,-208.0629261,-847.2861795,228.748506,-178.3437047,-638.2437137,219.5238618,-206.0811438,-624.1942782,210.143491,-197.4702825,-843.1767388,218.6344427,-181.5885728,-618.9866304,199.7929458,-197.0355389,-620.4282397,241.4250434,-194.1318507,-621.0970149,28.29806531,227.0463314
392_Tibia_R,285.8613986,-56.1823525,-612.9079646,275.2879878,-66.21470984,-616.0963674,299.4064929,-51.72516758,-616.206659,261.2513404,-63.72197482,-834.2760061,296.9921235,-67.40999854,-842.4479562,285.6334615,-39.84708199,-634.599177,291.4798288,-68.31722543,-620.6299674,279.121732,-65.56598668,-838.3619815,278.5376116,-47.66932822,-615.4520566,269.9929522,-70.33735801,-616.8854339,304.3979723,-47.13986592,-617.5503902,28.1364761,225.7498382
393_Tibia_R,240.0636483,82.10311477,-533.7731487,236.457601,69.93249469,-536.5498849,248.3386386,91.36288523,-536.6459364,224.7855816,65.70037757,-726.559543,253.3475501,78.48191362,-733.6763823,232.7786543,94.32407992,-552.6637283,249.5851699,75.39738336,-540.4981351,239.0665658,72.09114559,-730.1179629,230.8330393,85.33462703,-535.9887635,234.2592129,64.51746663,-537.2370722,250.1066224,96.99466954,-537.8161735,24.50367154,196.6024409
394_Tibia_R,250.5403668,287.007386,-801.5102937,254.9886596,268.4730825,-805.6798229,254.3491086,305.2617952,-805.8240532,242.9876138,254.2062464,-1090.997091,270.5337795,292.2718207,-1101.683691,231.8913676,297.4302007,-829.8762655,267.9569674,285.4358589,-811.6084897,256.7606967,273.2390336,-1096.340392,236.1105066,284.2793919,-804.8372466,256.1954214,259.7807392,-806.7116988,252.4199014,313.9128661,-807.5812737,36.79455408,295.2169489
395_Tibia_R,33.10353762,168.4340926,-361.1351423,39.01476248,162.2040704,-363.0138,30.47729322,176.4150781,-363.0787856,37.54600327,153.933454,-491.5687209,39.71904563,174.9924931,-496.3837641,23.47853586,168.2997884,-373.9159504,40.25359818,171.7445612,-365.6850694,38.63252445,164.4629736,-493.9762427,28.08752802,164.1188005,-362.6341618,41.44389249,159.084151,-363.4787306,27.77556039,179.3561373,-363.8705335,16.57846025,133.015403
396_Tibia_R,-206.6347793,604.1853481,-1343.385048,-176.0041095,595.1097512,-1350.373459,-229.9395057,625.011608,-1350.615198,-165.3528378,565.7339453,-1828.584351,-197.5210434,637.6178936,-1846.495809,-237.3921561,585.8506828,-1390.92832,-189.7579856,628.1488424,-1360.310302,-181.4369406,601.6759195,-1837.54008,-214.7677573,580.9540145,-1348.961244,-162.3757212,589.5769106,-1352.102952,-244.1134199,629.4612192,-1353.560418,61.67014222,494.8034195
397_Tibia_L,-314.844499,458.1735191,-1419.607893,-351.4773115,454.4327252,-1425.766696,-301.7441463,492.3462884,-1424.379504,-373.1308385,454.3041824,-1940.902837,-342.2776492,534.7948643,-1946.376778,-282.7987141,436.7236987,-1473.266626,-343.9760955,491.5437199,-1434.695976,-357.7042439,494.5495234,-1943.639808,-297.3309231,437.8000817,-1429.516948,-362.8533328,435.6025367,-1427.536776,-282.8961663,492.4658383,-1422.851481,62.55198076,527.0385369
398_Tibia_L,-119.0216744,418.3292188,-378.1578554,-132.8700938,418.26865,-380.8812356,-114.0693061,430.418831,-373.260795,-141.055846,515.5958495,-549.5540771,-129.392316,542.9820664,-536.1320956,-106.9073037,421.4492317,-399.7793648,-130.0343851,432.1060655,-376.789966,-135.224081,529.2889579,-542.8430863,-112.4009612,413.5322093,-385.2528627,-137.1706076,412.4384775,-385.0199538,-106.9441439,430.1691483,-372.7379443,23.6467256,199.238066
399_Tibia_L,-312.4555321,1447.436475,-310.638962,-348.8103834,1450.873479,-316.9100387,-299.4545818,1468.494193,-283.6367343,-370.2996084,1893.545618,-572.6342193,-339.680526,1938.190188,-506.1723673,-280.6529032,1482.910167,-355.6998919,-341.3660849,1476.962489,-289.4456016,-354.9900672,1915.867903,-539.4032933,-295.0748452,1445.84343,-333.0659321,-360.1000861,1443.051127,-333.9720477,-280.749616,1467.240249,-282.7757724,62.07735094,523.0394906
400_Tibia_L,-133.7349219,602.9997392,194.6160724,-149.2952583,605.6157831,193.0271141,-128.1703507,605.0265525,209.1314685,-158.4929186,824.4275833,192.9725136,-145.3875638,826.7527218,227.1621377,-120.1229943,625.7920907,185.5049395,-146.1090044,609.4086286,208.7905655,-151.9402412,825.5901525,210.0673256,-126.295768,607.2087588,185.9621494,-154.127394,606.3676509,185.0287091,-120.1643886,604.3775019,209.1822491,26.56989169,223.867521
401_Tibia_L,-168.0029463,533.7820545,590.4852343,-187.5504387,537.6261938,590.3997394,-161.0125181,526.8696952,607.5501132,-199.1048928,775.7133697,727.7802321,-182.6414427,756.7678083,766.4367638,-150.9031199,564.3015148,594.8892334,-183.547744,531.8512342,609.9316993,-190.8731678,766.240589,747.108498,-158.6575953,543.7968869,583.7141,-193.6207531,543.4681284,582.1702622,-150.955121,526.1316745,607.197678,33.37811878,281.2309798
402_Tibia_L,-123.8115538,123.0917318,573.5515635,-138.2172857,125.576667,574.913488,-118.6598836,112.3920084,581.8957551,-146.7324633,226.9082322,750.3238094,-134.599549,200.5725002,768.0143703,-111.2096553,140.9472766,587.608133,-135.2674574,114.6937916,585.2513457,-140.6660062,213.7403662,759.1690898,-116.9243982,131.978494,572.920314,-142.6908683,132.3375453,571.8138546,-111.2479781,112.0508494,581.3988755,24.59835875,207.2561544
403_Tibia_L,-120.6241934,-175.5368486,543.8845448,-134.6590692,-174.1036642,546.2441243,-115.6051459,-188.6292251,545.712659,-142.9550351,-174.0544164,743.604668,-131.1344663,-204.8922542,745.7018611,-108.3467136,-167.3189274,564.4424438,-131.7851803,-188.3217426,549.6651375,-137.0447507,-189.4733353,744.6532646,-113.9143383,-167.7313146,547.6809324,-139.0174855,-166.8893844,546.9222826,-108.3840498,-188.6750275,545.1272383,23.9651073,201.920626
404_Tibia_L,-357.0099062,-1254.793935,1134.298447,-398.5487515,-1254.612256,1142.467327,-342.1550946,-1291.057173,1119.609534,-423.1022173,-1546.548784,1648.407742,-388.1170286,-1628.694753,1608.148013,-320.672404,-1264.152529,1199.152963,-390.0429386,-1296.118095,1130.195412,-405.609623,-1587.621769,1628.277877,-337.1508325,-1240.405128,1155.580184,-411.4483013,-1237.124439,1154.881565,-320.7829075,-1290.308241,1118.041224,70.9292268,597.6219347
405_Tibia_L,-127.6998137,-591.563756,126.9573859,-142.5579527,-592.9684513,129.5203597,-122.386357,-600.169994,115.9216413,-151.3405466,-773.8874743,234.0342084,-138.8266023,-792.1336013,206.8714116,-114.7021568,-606.0617673,145.373678,-139.5154861,-603.6309658,118.2957112,-145.0835744,-783.0105378,220.45281,-120.5963693,-590.9126822,136.1232339,-147.1720266,-589.7714749,136.4935611,-114.7416831,-599.6575101,115.5697683,25.37086188,213.7649637
406_Tibia_L,-177.4736934,-800.2142543,-258.2663724,-198.1231269,-803.6858903,-256.1577363,-170.0891972,-802.9039484,-277.529112,-210.3289346,-1094.061342,-256.0852784,-192.9373985,-1097.14693,-301.4568147,-159.4099069,-830.4609748,-246.1753915,-193.8947903,-808.7192076,-277.0767147,-201.6331665,-1095.604136,-278.7710465,-167.6015215,-805.7998579,-246.7821344,-204.5356401,-804.6836607,-245.5434072,-159.4648394,-802.0426222,-277.5965007,35.25972698,297.0846748
407_Tibia_L,-277.1998296,-880.7244028,-974.2829512,-309.4526065,-887.0671175,-974.1418872,-265.6658325,-869.319217,-1002.43949,-328.5171098,-1279.903827,-1200.815586,-301.3529102,-1248.644218,-1264.597705,-248.9856282,-931.0805983,-981.5494178,-302.8482802,-877.5386071,-1006.369036,-314.93501,-1264.274022,-1232.706645,-261.7802804,-897.2485764,-963.1107824,-319.4684435,-896.7061346,-960.5634964,-249.0714284,-868.1015049,-1001.857983,55.072896,464.0226931
408_Tibia_L,-111.6663017,-111.0170903,-517.2892185,-124.6589082,-113.2582667,-518.5175455,-107.0199828,-101.3669527,-524.8148894,-132.3387923,-204.6497466,-676.7210512,-121.3960522,-180.8974092,-692.6762626,-100.3005821,-127.1211016,-529.9669136,-121.9984423,-103.4429432,-527.8413145,-126.8674223,-192.7735779,-684.6986569,-105.4547393,-119.0321086,-516.7198912,-128.6936562,-119.355939,-515.7219695,-100.3351456,-101.0592595,-524.3667511,22.1853911,186.9254327
409_Tibia_L,-269.6452556,392.3978855,-1215.808231,-301.0190421,389.194122,-1221.082873,-258.4255965,421.6647939,-1219.894827,-319.5639773,389.0840328,-1662.265796,-293.1400882,458.0194298,-1666.953895,-242.1999806,374.0274127,-1261.763688,-294.5947047,420.9774426,-1228.73026,-306.3520328,423.5517313,-1664.609845,-254.645938,374.9492696,-1224.294736,-310.7619158,373.0672053,-1222.598838,-242.2834425,421.7671811,-1218.586168,53.57198517,451.3766037
410_Tibia_L,-315.4072988,147.0901625,-344.1486725,-326.580745,145.8892333,-339.9807508,-312.5309989,158.0608493,-347.5781429,-415.2895782,145.8479664,-479.7258366,-407.5902777,171.6883675,-486.2002217,-315.1109514,140.2039994,-364.2110806,-325.9285272,157.803196,-343.6673962,-411.4399279,158.7681669,-482.9630292,-312.1286634,140.5495571,-349.7148838,-330.0276959,139.8440661,-338.6468218,-307.0455091,158.0992291,-350.1787534,20.08143342,169.1983075
411_Tibia_L,-1145.684917,378.5029015,-361.1273529,-1165.222551,375.4125848,-337.4629084,-1143.687509,406.7334557,-372.4707407,-1542.712827,375.3063939,-534.7514485,-1533.88497,441.8007577,-559.0859294,-1170.837512,360.7829354,-406.2180889,-1168.512441,406.0704438,-346.5178321,-1538.298898,408.5535758,-546.918689,-1145.540104,361.6721489,-377.7501662,-1171.187863,359.8567293,-330.0552531,-1134.809032,406.8322173,-385.3240758,51.6749776,435.3931576
412_Tibia_L,-964.6978476,311.3528811,213.953312,-968.8830764,308.810816,238.847225,-967.9404069,334.575066,205.0509368,-1318.94504,308.7234644,253.5619297,-1322.664869,363.4210946,232.5955731,-1001.161765,296.7766058,192.1765243,-974.9509893,334.0296788,233.7497562,-1320.804955,336.0722795,243.0787514,-971.4315689,297.5080644,202.0519207,-970.085938,296.0147175,246.5778267,-966.9020355,334.6563064,192.2427482,42.50734407,358.1502643
413_Tibia_L,-983.5828731,420.3862348,901.4395286,-971.6708806,416.9539582,933.3734316,-993.3843589,451.7406479,893.2190137,-1371.064759,416.8360168,1186.904815,-1389.568664,490.688331,1164.900081,-1040.921583,400.7054613,900.5925627,-982.2073771,451.0042703,931.5093818,-1380.316711,453.7621739,1175.902448,-999.4912014,401.693071,892.0691319,-967.8584885,399.6767657,943.2248772,-1000.816949,451.8503381,877.5413886,57.39308492,483.5716964
414_Tibia_L,-468.6003762,491.1469613,1486.64558,-437.8932932,487.1369532,1511.997696,-483.319604,527.7790474,1484.053735,-693.8957349,486.9991595,2001.830671,-725.4722598,573.2825264,1990.375606,-527.1103053,468.1534585,1519.283693,-449.6430003,526.9187204,1516.266671,-709.6839973,530.140843,1996.103138,-490.1702087,469.3073057,1486.45767,-428.2810884,466.9516096,1519.738311,-499.9981458,527.907201,1472.532986,67.05366873,564.9679978
415_Tibia_L,343.593089,500.0095451,1549.232916,383.5708598,495.9271777,1555.954082,329.2965373,537.302645,1554.440225,407.2015799,495.7868976,2118.127531,373.5311723,583.6272192,2124.1013,308.6211893,476.6011322,1607.791252,375.3847044,536.4267937,1565.698698,390.3663761,539.7070584,2121.114416,324.4803408,477.7758002,1560.046771,395.9856306,475.3775963,1557.885788,308.72754,537.4331111,1552.772678,68.2636297,575.1626579
416_Tibia_L,611.4121942,285.1320162,667.1269049,633.0717477,282.8040333,659.0474528,605.8365312,306.3985237,673.7748804,805.0324556,282.7240381,929.9411508,790.1074801,332.8152579,942.4916467,610.8377294,271.783295,706.0175742,631.8074336,305.8990667,666.1939582,797.5699679,307.769648,936.2163988,605.0566101,272.4531532,677.9169197,639.7536091,271.0855699,656.461652,595.2029936,306.4729224,678.8161238,38.92754961,327.9883151
417_Tibia_L,1213.312344,400.8451503,382.4439587,1234.003244,397.5724184,357.3826507,1211.197033,430.742096,394.4569234,1633.775996,397.4599593,566.316728,1624.427048,467.8793488,592.0876233,1239.949645,382.0792109,430.1963082,1237.48733,430.0399479,366.9720678,1629.101522,432.6696541,579.2021756,1213.158983,383.0209129,400.0479825,1240.320677,381.0983328,349.5377367,1201.794478,430.8466874,408.0689645,54.72524526,461.0935214
418_Tibia_L,676.140123,218.2218773,-149.9561952,679.073478,216.4401876,-167.4039105,678.4127771,234.4979072,-143.7166736,924.4258851,216.3789644,-177.7171938,927.0330495,254.7155923,-163.0222352,701.6970551,208.0056167,-134.6932193,683.3263737,234.1156546,-163.8311823,925.7294673,235.5472784,-170.3697145,680.8596725,208.5182835,-141.6147148,679.916543,207.4716224,-172.8221562,677.6850004,234.5548472,-134.7396345,29.79266612,251.0213578
419_Tibia_L,648.8323882,277.3128855,-594.6455334,640.9744977,275.0487426,-615.7111203,655.2980574,297.996205,-589.2227709,904.4395202,274.9709411,-782.9561766,916.6458459,323.6885172,-768.4404864,686.6565648,264.3302243,-594.086822,647.9250256,297.5104445,-614.4814773,910.5426831,299.3297291,-775.6983315,659.3265102,264.981713,-588.4642374,638.459607,263.6516328,-622.2097461,660.2010555,298.0685634,-578.8808351,37.86004552,318.9939428
420_Tibia_L,304.1564081,318.7908146,-964.9432713,284.2252332,316.1880218,-981.398675,313.710279,342.5677561,-963.2609715,450.3898099,316.0985835,-1299.336615,470.8853172,372.1028897,-1291.901428,342.1336929,303.8663254,-986.1278277,291.8516648,342.00934,-984.1695567,460.6375635,344.1007366,-1295.619021,318.1568297,304.6152579,-964.8213037,277.9861992,303.0862364,-986.4229085,324.53589,342.6509372,-955.7831509,43.52280547,366.7061434
421_Tibia_L,-272.3558055,396.3423793,-1228.029877,-304.0449702,393.1064107,-1233.357541,-261.0233632,425.9034869,-1232.157552,-322.7763242,392.9952149,-1678.975359,-296.0868148,462.6235698,-1683.710584,-244.6346429,377.7872414,-1274.447291,-297.5560534,425.2092261,-1241.081802,-309.4315695,427.8093924,-1681.342972,-257.2057105,378.7183651,-1236.601691,-313.8857819,376.8173817,-1234.888746,-244.7189438,426.0069034,-1230.835738,54.11050591,455.9139692
422_Tibia_L,-490.1472473,233.8323396,-1386.779812,-519.3114176,212.7747887,-1392.796195,-495.7556311,269.1411659,-1391.441081,-537.5674898,202.0896443,-1896.01994,-550.7804068,285.2545216,-1901.367298,-452.559653,231.3381847,-1439.197701,-531.091804,247.834521,-1401.518987,-544.1739483,243.6720829,-1898.693619,-465.3796301,225.1507258,-1396.459723,-519.7381452,191.2879953,-1394.525341,-479.8686557,278.4483675,-1389.948393,61.10548167,514.8509015
423_Tibia_L,-109.5981671,-8.617481002,-280.7344106,-112.5796749,-15.26112458,-281.952344,-114.1552922,-2.994988383,-281.67802,-114.698706,-18.98223413,-383.8230377,-125.432917,-5.739580184,-384.9055364,-102.756049,-5.250198915,-291.3456877,-118.193631,-10.30702017,-283.7181528,-120.0658115,-12.36090716,-384.364287,-104.3772989,-7.632566118,-282.6939747,-110.4796343,-19.07127166,-282.3023859,-112.3121262,0.244751836,-281.375846,12.36996042,104.2244506
424_Tibia_L,-276.0297926,-189.6802372,-855.2525541,-273.7761256,-211.7499274,-858.9629674,-296.6174129,-181.7878394,-858.127244,-273.6986841,-224.7952439,-1169.310284,-322.1908499,-206.2075275,-1172.608098,-263.1072006,-170.3740333,-887.5796276,-296.1339,-207.2307682,-864.3424736,-297.944767,-215.5013857,-1170.959191,-263.755675,-179.1290628,-861.2223325,-262.4317488,-218.6034898,-860.029364,-296.6894366,-170.4327441,-857.2066762,37.68487172,317.517997
425_Tibia_L,-122.841297,-257.4935687,-728.5298139,-111.7789398,-272.8146509,-731.6904554,-141.390408,-260.4398726,-730.9785611,-106.1656145,-282.4052815,-996.0536213,-149.8553856,-289.3465449,-998.8627979,-121.5310197,-237.7473315,-756.0669861,-130.197192,-279.0033498,-736.2728803,-128.0105,-285.8759132,-997.4582096,-118.2805049,-244.4821682,-733.6150505,-100.4910847,-273.0388276,-732.598844,-146.279846,-252.0938215,-730.1943938,32.1011056,270.4713666
426_Tibia_L,32.37813501,-411.7890423,-1054.792769,57.34004541,-422.9913487,-1059.368864,11.25295642,-428.9113559,-1058.338157,71.32122939,-430.9531041,-1442.123763,21.56510726,-471.2843486,-1446.190995,19.72637355,-386.0814114,-1094.662119,38.72617652,-444.0844536,-1066.00347,46.44316832,-451.1187264,-1444.157379,28.67755161,-392.1728723,-1062.155365,71.65576672,-415.100946,-1060.684063,-0.919596805,-421.9860983,-1057.20281,46.4771838,391.5985811
427_Tibia_L,235.7795182,-343.1151947,-1063.110412,263.2129557,-340.3138036,-1067.722592,225.9689772,-368.7063646,-1066.683757,279.4287644,-340.217541,-1453.495733,256.3235485,-400.4950884,-1457.595037,211.781196,-327.051937,-1103.294155,257.5954743,-368.1053403,-1074.409517,267.8761565,-370.3563147,-1455.545385,222.6640199,-327.8580145,-1070.531066,271.7321861,-326.2123256,-1069.048163,211.8541756,-368.7958927,-1065.539458,46.84368296,394.6865603
428_Tibia_L,236.2462219,-112.704921,-668.4144267,250.3030693,-102.5553856,-671.3142646,238.9494085,-129.723433,-670.661113,259.1023191,-97.40524958,-913.8632319,265.470817,-137.4899143,-916.4406064,218.1293658,-111.5027625,-693.6793408,255.9811013,-119.4538367,-675.518566,262.2865681,-117.4475819,-915.1519191,224.3084705,-108.5204673,-673.0800497,250.5087478,-92.19895945,-672.1476966,231.2920404,-134.209414,-669.9416521,29.45224983,248.1531435
429_Tibia_L,246.210312,19.35901615,-630.6648065,252.9082157,34.28384202,-633.400872,256.4478116,6.728187561,-632.7846081,257.668581,42.64324772,-862.2515542,281.7827931,12.8938637,-864.6833679,230.8396168,11.79447748,-654.5028499,265.5198673,23.15453551,-637.3677298,269.7256871,27.76855571,-863.467461,234.4817256,17.14642257,-635.066932,248.1905124,42.84326893,-634.1872348,252.3071725,-0.5498306,-632.1057797,27.7888937,234.1383547
430_Tibia_L,506.2747931,347.8983987,-1568.645202,502.1412726,388.3771012,-1575.450586,544.0351852,333.4227075,-1573.91776,501.9992347,412.3039203,-2144.668213,590.9402182,378.2116138,-2150.716835,482.5730667,312.4882921,-1627.937289,543.1483592,380.0883712,-1585.317305,546.4697264,395.257767,-2147.692524,483.7624537,328.5461628,-1579.594558,481.3341997,400.9474323,-1577.406497,544.167286,312.5959753,-1572.229318,69.11899056,582.3695936
431_Tibia_L,84.24499799,176.5900043,-499.6283351,76.65839411,187.097257,-501.7959142,96.96604423,178.61059,-501.3076946,72.80875566,193.6745455,-683.0971128,102.7713559,198.4348886,-685.0236561,83.34640513,163.0479647,-518.5134256,89.28969689,191.3414887,-504.9385575,87.79005579,196.0547171,-684.0603844,81.11719053,167.6667397,-503.1158084,68.91714297,187.2509982,-502.4188904,100.3192382,172.8868385,-500.7699099,22.01505232,185.4902242
